timestamp,open,high,low,close,volume,crypto
2022-04-06,45497.54000000,45507.14000000,43121.00000000,43170.47000000,60849.32936000,BTCUSDT
2022-04-07,43170.47000000,43900.99000000,42727.35000000,43444.19000000,37396.54156000,BTCUSDT
2022-04-08,43444.20000000,43970.62000000,42107.14000000,42252.01000000,42375.04203000,BTCUSDT
2022-04-09,42252.02000000,42800.00000000,42125.48000000,42753.97000000,17891.66047000,BTCUSDT
2022-04-10,42753.96000000,43410.30000000,41868.00000000,42158.85000000,22771.09403000,BTCUSDT
2022-04-11,42158.85000000,42414.71000000,39200.00000000,39530.45000000,63560.44721000,BTCUSDT
2022-04-12,39530.45000000,40699.00000000,39254.63000000,40074.94000000,57751.01778000,BTCUSDT
2022-04-13,40074.95000000,41561.31000000,39588.54000000,41147.79000000,41342.27254000,BTCUSDT
2022-04-14,41147.78000000,41500.00000000,39551.94000000,39942.38000000,36807.01401000,BTCUSDT
2022-04-15,39942.37000000,40870.36000000,39766.40000000,40551.90000000,24026.35739000,BTCUSDT
2022-04-16,40551.90000000,40709.35000000,39991.55000000,40378.71000000,15805.44718000,BTCUSDT
2022-04-17,40378.70000000,40595.67000000,39546.17000000,39678.12000000,19988.49259000,BTCUSDT
2022-04-18,39678.11000000,41116.73000000,38536.51000000,40801.13000000,54243.49575000,BTCUSDT
2022-04-19,40801.13000000,41760.00000000,40571.00000000,41493.18000000,35788.85843000,BTCUSDT
2022-04-20,41493.19000000,42199.00000000,40820.00000000,41358.19000000,40877.35041000,BTCUSDT
2022-04-21,41358.19000000,42976.00000000,39751.00000000,40480.01000000,59316.27657000,BTCUSDT
2022-04-22,40480.01000000,40795.06000000,39177.00000000,39709.18000000,46664.01960000,BTCUSDT
2022-04-23,39709.19000000,39980.00000000,39285.00000000,39441.60000000,20291.42375000,BTCUSDT
2022-04-24,39441.61000000,39940.00000000,38929.62000000,39450.13000000,26703.61186000,BTCUSDT
2022-04-25,39450.12000000,40616.00000000,38200.00000000,40426.08000000,63037.12784000,BTCUSDT
2022-04-26,40426.08000000,40797.31000000,37702.26000000,38112.65000000,66650.25800000,BTCUSDT
2022-04-27,38112.64000000,39474.72000000,37881.31000000,39235.72000000,57083.12272000,BTCUSDT
2022-04-28,39235.72000000,40372.63000000,38881.43000000,39742.07000000,56086.67150000,BTCUSDT
2022-04-29,39742.06000000,39925.25000000,38175.00000000,38596.11000000,51453.65715000,BTCUSDT
2022-04-30,38596.11000000,38795.38000000,37578.20000000,37630.80000000,35321.18989000,BTCUSDT
2022-05-01,37630.80000000,38675.00000000,37386.38000000,38468.35000000,38812.24104000,BTCUSDT
2022-05-02,38468.35000000,39167.34000000,38052.00000000,38525.16000000,53200.92628000,BTCUSDT
2022-05-03,38525.16000000,38651.51000000,37517.80000000,37728.95000000,40316.45358000,BTCUSDT
2022-05-04,37728.95000000,40023.77000000,37670.00000000,39690.00000000,62574.61736000,BTCUSDT
2022-05-05,39690.00000000,39845.51000000,35571.90000000,36552.97000000,88722.43355000,BTCUSDT
2022-05-06,36552.97000000,36675.63000000,35258.00000000,36013.77000000,68437.80187000,BTCUSDT
2022-05-07,36013.77000000,36146.30000000,34785.00000000,35472.39000000,34281.70682000,BTCUSDT
2022-05-08,35472.40000000,35514.22000000,33713.95000000,34038.40000000,72445.64344000,BTCUSDT
2022-05-09,34038.39000000,34243.15000000,30033.33000000,30076.31000000,191876.92642800,BTCUSDT
2022-05-10,30074.23000000,32658.99000000,29730.40000000,31017.10000000,165532.00311000,BTCUSDT
2022-05-11,31017.11000000,32162.59000000,27785.00000000,29103.94000000,207063.73927800,BTCUSDT
2022-05-12,29103.94000000,30243.00000000,26700.00000000,29029.75000000,204507.26313800,BTCUSDT
2022-05-13,29029.74000000,31083.37000000,28751.67000000,29287.05000000,97872.36957000,BTCUSDT
2022-05-14,29287.05000000,30343.27000000,28630.00000000,30086.74000000,51095.87863000,BTCUSDT
2022-05-15,30086.74000000,31460.00000000,29480.00000000,31328.89000000,46275.66912000,BTCUSDT
2022-05-16,31328.89000000,31328.90000000,29087.04000000,29874.01000000,73082.19658000,BTCUSDT
2022-05-17,29874.01000000,30788.37000000,29450.38000000,30444.93000000,56724.13307000,BTCUSDT
2022-05-18,30444.93000000,30709.99000000,28654.47000000,28715.32000000,59749.15799000,BTCUSDT
2022-05-19,28715.33000000,30545.18000000,28691.38000000,30319.23000000,67877.36415000,BTCUSDT
2022-05-20,30319.22000000,30777.33000000,28730.00000000,29201.01000000,60517.25325000,BTCUSDT
2022-05-21,29201.01000000,29656.18000000,28947.28000000,29445.06000000,20987.13124000,BTCUSDT
2022-05-22,29445.07000000,30487.99000000,29255.11000000,30293.94000000,36158.98748000,BTCUSDT
2022-05-23,30293.93000000,30670.51000000,28866.35000000,29109.15000000,63901.49932000,BTCUSDT
2022-05-24,29109.14000000,29845.86000000,28669.00000000,29654.58000000,59442.96036000,BTCUSDT
2022-05-25,29654.58000000,30223.74000000,29294.21000000,29542.15000000,59537.38659000,BTCUSDT
2022-05-26,29542.14000000,29886.64000000,28019.56000000,29201.35000000,94581.65463000,BTCUSDT
2022-05-27,29201.35000000,29397.66000000,28282.90000000,28629.80000000,90998.52010000,BTCUSDT
2022-05-28,28629.81000000,29266.00000000,28450.00000000,29031.33000000,34479.35127000,BTCUSDT
2022-05-29,29031.33000000,29587.78000000,28839.21000000,29468.10000000,27567.34764000,BTCUSDT
2022-05-30,29468.10000000,32222.00000000,29299.62000000,31734.22000000,96785.94760000,BTCUSDT
2022-05-31,31734.23000000,32399.00000000,31200.01000000,31801.04000000,62433.11632000,BTCUSDT
2022-06-01,31801.05000000,31982.97000000,29301.00000000,29805.83000000,103395.63382000,BTCUSDT
2022-06-02,29805.84000000,30689.00000000,29594.55000000,30452.62000000,56961.42928000,BTCUSDT
2022-06-03,30452.63000000,30699.00000000,29282.36000000,29700.21000000,54067.44727000,BTCUSDT
2022-06-04,29700.21000000,29988.88000000,29485.00000000,29864.04000000,25617.90113000,BTCUSDT
2022-06-05,29864.03000000,30189.00000000,29531.42000000,29919.21000000,23139.92810000,BTCUSDT
2022-06-06,29919.20000000,31765.64000000,29890.23000000,31373.10000000,68836.92456000,BTCUSDT
2022-06-07,31373.10000000,31589.60000000,29218.96000000,31125.33000000,110674.51658000,BTCUSDT
2022-06-08,31125.32000000,31327.22000000,29843.88000000,30204.77000000,68542.61276000,BTCUSDT
2022-06-09,30204.77000000,30700.00000000,29944.10000000,30109.93000000,46291.18650000,BTCUSDT
2022-06-10,30109.93000000,30382.80000000,28850.00000000,29091.88000000,76204.24980000,BTCUSDT
2022-06-11,29091.87000000,29440.41000000,28099.99000000,28424.70000000,65901.39895000,BTCUSDT
2022-06-12,28424.71000000,28544.96000000,26560.00000000,26574.53000000,92474.59880900,BTCUSDT
2022-06-13,26574.53000000,26895.84000000,21925.77000000,22487.41000000,254611.03496600,BTCUSDT
2022-06-14,22485.27000000,23362.88000000,20846.00000000,22136.41000000,187201.64671000,BTCUSDT
2022-06-15,22136.42000000,22800.00000000,20111.62000000,22583.72000000,200774.49346700,BTCUSDT
2022-06-16,22583.72000000,22995.73000000,20232.00000000,20401.31000000,99673.59429000,BTCUSDT
2022-06-17,20400.60000000,21365.43000000,20246.66000000,20468.81000000,86694.33663000,BTCUSDT
2022-06-18,20468.81000000,20792.06000000,17622.00000000,18970.79000000,196441.65552400,BTCUSDT
2022-06-19,18970.79000000,20815.95000000,17960.41000000,20574.00000000,128320.87595000,BTCUSDT
2022-06-20,20574.00000000,21090.00000000,19637.03000000,20573.89000000,109028.94154000,BTCUSDT
2022-06-21,20573.90000000,21723.00000000,20348.40000000,20723.52000000,104371.07490000,BTCUSDT
2022-06-22,20723.51000000,20900.00000000,19770.51000000,19987.99000000,92133.97938000,BTCUSDT
2022-06-23,19988.00000000,21233.00000000,19890.07000000,21110.13000000,83127.08716000,BTCUSDT
2022-06-24,21110.12000000,21558.41000000,20736.72000000,21237.69000000,77430.36622000,BTCUSDT
2022-06-25,21237.68000000,21614.50000000,20906.62000000,21491.19000000,51431.67794000,BTCUSDT
2022-06-26,21491.18000000,21888.00000000,20964.73000000,21038.07000000,53278.10464000,BTCUSDT
2022-06-27,21038.08000000,21539.85000000,20510.00000000,20742.56000000,64475.00130000,BTCUSDT
2022-06-28,20742.57000000,21212.10000000,20202.01000000,20281.29000000,63801.08320000,BTCUSDT
2022-06-29,20281.28000000,20432.31000000,19854.92000000,20123.01000000,77309.04379000,BTCUSDT
2022-06-30,20123.00000000,20179.08000000,18626.00000000,19942.21000000,93846.64806000,BTCUSDT
2022-07-01,19942.21000000,20918.35000000,18975.00000000,19279.80000000,111844.59494000,BTCUSDT
2022-07-02,19279.80000000,19467.39000000,18977.01000000,19252.81000000,46180.30210000,BTCUSDT
2022-07-03,19252.82000000,19647.63000000,18781.00000000,19315.83000000,51087.46631000,BTCUSDT
2022-07-04,19315.83000000,20354.01000000,19055.31000000,20236.71000000,74814.04601000,BTCUSDT
2022-07-05,20236.71000000,20750.00000000,19304.40000000,20175.83000000,96041.13756000,BTCUSDT
2022-07-06,20175.84000000,20675.22000000,19761.25000000,20564.51000000,82439.58080000,BTCUSDT
2022-07-07,20564.51000000,21838.10000000,20251.68000000,21624.98000000,85014.58261000,BTCUSDT
2022-07-08,21624.99000000,22527.37000000,21189.26000000,21594.75000000,403081.57349000,BTCUSDT
2022-07-09,21594.75000000,21980.00000000,21322.12000000,21591.83000000,178417.84468000,BTCUSDT
2022-07-10,21592.15000000,21607.65000000,20655.00000000,20862.47000000,192188.21556000,BTCUSDT
2022-07-11,20861.11000000,20868.48000000,19875.23000000,19963.61000000,137535.40724000,BTCUSDT
2022-07-12,19963.61000000,20059.42000000,19240.00000000,19328.75000000,139506.45862000,BTCUSDT
2022-07-13,19331.28000000,20366.61000000,18910.94000000,20234.87000000,209250.24888000,BTCUSDT
2022-07-14,20234.87000000,20900.00000000,19616.07000000,20588.84000000,174809.21696000,BTCUSDT
2022-07-15,20588.84000000,21200.00000000,20382.29000000,20830.04000000,143343.30490000,BTCUSDT
2022-07-16,20830.04000000,21588.94000000,20478.61000000,21195.60000000,121011.67393000,BTCUSDT
2022-07-17,21195.60000000,21684.54000000,20750.01000000,20798.16000000,118229.45250000,BTCUSDT
2022-07-18,20799.58000000,22777.63000000,20762.45000000,22432.58000000,239942.73132000,BTCUSDT
2022-07-19,22432.58000000,23800.00000000,21579.54000000,23396.62000000,263770.76574000,BTCUSDT
2022-07-20,23398.48000000,24276.74000000,22906.19000000,23223.30000000,238762.17094000,BTCUSDT
2022-07-21,23223.30000000,23442.77000000,22341.46000000,23152.19000000,184817.68191000,BTCUSDT
2022-07-22,23152.19000000,23756.49000000,22500.00000000,22684.83000000,171598.43966000,BTCUSDT
2022-07-23,22684.83000000,23000.77000000,21934.57000000,22451.07000000,122137.77375000,BTCUSDT
2022-07-24,22448.58000000,23014.64000000,22257.15000000,22579.68000000,115189.67277000,BTCUSDT
2022-07-25,22577.13000000,22666.00000000,21250.00000000,21310.90000000,180344.76643000,BTCUSDT
2022-07-26,21310.90000000,21347.82000000,20706.50000000,21254.67000000,177817.24326000,BTCUSDT
2022-07-27,21254.67000000,23112.63000000,21042.53000000,22952.45000000,210971.19796000,BTCUSDT
2022-07-28,22954.31000000,24199.72000000,22582.13000000,23842.93000000,236029.07410000,BTCUSDT
2022-07-29,23845.25000000,24442.66000000,23414.03000000,23773.75000000,198298.50623000,BTCUSDT
2022-07-30,23777.28000000,24668.00000000,23502.25000000,23643.51000000,151060.13211000,BTCUSDT
2022-07-31,23644.64000000,24194.82000000,23227.31000000,23293.32000000,127743.32483000,BTCUSDT
2022-08-01,23296.36000000,23509.68000000,22850.00000000,23268.01000000,144210.16219000,BTCUSDT
2022-08-02,23266.90000000,23459.89000000,22654.37000000,22987.79000000,158073.28225000,BTCUSDT
2022-08-03,22985.93000000,23647.68000000,22681.22000000,22818.37000000,145948.80995000,BTCUSDT
2022-08-04,22816.91000000,23223.32000000,22400.00000000,22622.98000000,154854.67016000,BTCUSDT
2022-08-05,22622.41000000,23472.86000000,22586.95000000,23312.42000000,175251.69749000,BTCUSDT
2022-08-06,23313.56000000,23354.36000000,22909.52000000,22954.21000000,83911.80307000,BTCUSDT
2022-08-07,22954.21000000,23402.00000000,22844.62000000,23174.39000000,88890.00877000,BTCUSDT
2022-08-08,23174.39000000,24245.00000000,23154.25000000,23810.00000000,170958.44152000,BTCUSDT
2022-08-09,23810.98000000,23933.25000000,22865.00000000,23149.95000000,143182.50858000,BTCUSDT
2022-08-10,23151.32000000,24226.00000000,22664.69000000,23954.05000000,208916.54953000,BTCUSDT
2022-08-11,23954.05000000,24918.54000000,23852.13000000,23934.39000000,249759.79557000,BTCUSDT
2022-08-12,23933.09000000,24456.50000000,23583.00000000,24403.68000000,174207.57040000,BTCUSDT
2022-08-13,24401.70000000,24888.00000000,24291.22000000,24441.38000000,152852.25435000,BTCUSDT
2022-08-14,24443.06000000,25047.56000000,24144.00000000,24305.24000000,151206.14473000,BTCUSDT
2022-08-15,24305.25000000,25211.32000000,23773.22000000,24094.82000000,242539.54758000,BTCUSDT
2022-08-16,24093.04000000,24247.49000000,23671.22000000,23854.74000000,179324.94821000,BTCUSDT
2022-08-17,23856.15000000,24446.71000000,23180.40000000,23342.66000000,210668.68766000,BTCUSDT
2022-08-18,23342.66000000,23600.00000000,23111.04000000,23191.20000000,144185.97011000,BTCUSDT
2022-08-19,23191.45000000,23208.67000000,20783.57000000,20834.39000000,283995.87747000,BTCUSDT
2022-08-20,20834.39000000,21382.85000000,20761.90000000,21140.07000000,183041.68363000,BTCUSDT
2022-08-21,21140.07000000,21800.00000000,21069.11000000,21515.61000000,159200.68410000,BTCUSDT
2022-08-22,21516.70000000,21548.71000000,20890.18000000,21399.83000000,222222.04526000,BTCUSDT
2022-08-23,21400.75000000,21684.87000000,20890.14000000,21529.12000000,200967.77164000,BTCUSDT
2022-08-24,21529.11000000,21900.00000000,21145.00000000,21368.08000000,174383.22046000,BTCUSDT
2022-08-25,21368.05000000,21819.88000000,21310.15000000,21559.04000000,169915.78301000,BTCUSDT
2022-08-26,21559.04000000,21886.77000000,20107.90000000,20241.05000000,273811.61955000,BTCUSDT
2022-08-27,20239.14000000,20402.93000000,19800.00000000,20037.60000000,162582.46032000,BTCUSDT
2022-08-28,20037.60000000,20171.18000000,19520.00000000,19555.61000000,139307.95976000,BTCUSDT
2022-08-29,19555.61000000,20433.62000000,19550.79000000,20285.73000000,210509.49545000,BTCUSDT
2022-08-30,20287.20000000,20576.25000000,19540.00000000,19811.66000000,256634.35529000,BTCUSDT
2022-08-31,19813.03000000,20490.00000000,19797.94000000,20050.02000000,276946.60765000,BTCUSDT
2022-09-01,20048.44000000,20208.37000000,19565.66000000,20131.46000000,245289.97263000,BTCUSDT
2022-09-02,20132.64000000,20441.26000000,19755.29000000,19951.86000000,245986.60330000,BTCUSDT
2022-09-03,19950.98000000,20055.93000000,19652.72000000,19831.90000000,146639.03204000,BTCUSDT
2022-09-04,19832.45000000,20029.23000000,19583.10000000,20000.30000000,145588.77893000,BTCUSDT
2022-09-05,20000.30000000,20057.27000000,19633.83000000,19796.84000000,222543.01057000,BTCUSDT
2022-09-06,19795.34000000,20180.00000000,18649.51000000,18790.61000000,356315.05718000,BTCUSDT
2022-09-07,18790.61000000,19464.06000000,18510.77000000,19292.84000000,287394.77880000,BTCUSDT
2022-09-08,19292.85000000,19458.25000000,19012.00000000,19319.77000000,262813.28273000,BTCUSDT
2022-09-09,19320.54000000,21597.22000000,19291.75000000,21360.11000000,428919.74652000,BTCUSDT
2022-09-10,21361.62000000,21810.80000000,21111.13000000,21648.34000000,307997.33504000,BTCUSDT
2022-09-11,21647.21000000,21860.00000000,21350.00000000,21826.87000000,280702.55149000,BTCUSDT
2022-09-12,21826.87000000,22488.00000000,21538.51000000,22395.74000000,395395.61828000,BTCUSDT
2022-09-13,22395.44000000,22799.00000000,19860.00000000,20173.57000000,431915.03333000,BTCUSDT
2022-09-14,20173.62000000,20541.48000000,19617.62000000,20226.71000000,340826.40151000,BTCUSDT
2022-09-15,20227.17000000,20330.24000000,19497.00000000,19701.88000000,333069.76076000,BTCUSDT
2022-09-16,19701.88000000,19890.00000000,19320.01000000,19803.30000000,283791.07064000,BTCUSDT
2022-09-17,19803.30000000,20189.00000000,19748.08000000,20113.62000000,179350.24338000,BTCUSDT
2022-09-18,20112.61000000,20117.26000000,19335.62000000,19416.18000000,254217.46904000,BTCUSDT
2022-09-19,19417.45000000,19686.20000000,18232.56000000,19537.02000000,380512.40306000,BTCUSDT
2022-09-20,19537.02000000,19634.62000000,18711.87000000,18875.00000000,324098.32860000,BTCUSDT
2022-09-21,18874.31000000,19956.00000000,18125.98000000,18461.36000000,385034.10021000,BTCUSDT
2022-09-22,18461.36000000,19550.17000000,18356.39000000,19401.63000000,379321.72111000,BTCUSDT
2022-09-23,19401.63000000,19500.00000000,18531.42000000,19289.91000000,385886.91829000,BTCUSDT
2022-09-24,19288.57000000,19316.14000000,18805.34000000,18920.50000000,239496.56746000,BTCUSDT
2022-09-25,18921.99000000,19180.21000000,18629.20000000,18807.38000000,191191.44920000,BTCUSDT
2022-09-26,18809.13000000,19318.96000000,18680.72000000,19227.82000000,439239.21943000,BTCUSDT
2022-09-27,19226.68000000,20385.86000000,18816.32000000,19079.13000000,593260.74161000,BTCUSDT
2022-09-28,19078.10000000,19790.00000000,18471.28000000,19412.82000000,521385.45547000,BTCUSDT
2022-09-29,19412.82000000,19645.52000000,18843.01000000,19591.51000000,406424.93256000,BTCUSDT
2022-09-30,19590.54000000,20185.00000000,19155.36000000,19422.61000000,444322.95340000,BTCUSDT
2022-10-01,19422.61000000,19484.00000000,19159.42000000,19310.95000000,165625.13959000,BTCUSDT
2022-10-02,19312.24000000,19395.91000000,18920.35000000,19056.80000000,206812.47032000,BTCUSDT
2022-10-03,19057.74000000,19719.10000000,18959.68000000,19629.08000000,293585.75212000,BTCUSDT
2022-10-04,19629.08000000,20475.00000000,19490.60000000,20337.82000000,327012.00127000,BTCUSDT
2022-10-05,20337.82000000,20365.60000000,19730.00000000,20158.26000000,312239.75224000,BTCUSDT
2022-10-06,20158.26000000,20456.60000000,19853.00000000,19960.67000000,320122.17020000,BTCUSDT
2022-10-07,19960.67000000,20068.82000000,19320.00000000,19530.09000000,220874.83913000,BTCUSDT
2022-10-08,19530.09000000,19627.38000000,19237.14000000,19417.96000000,102480.09842000,BTCUSDT
2022-10-09,19416.52000000,19558.00000000,19316.04000000,19439.02000000,113900.82681000,BTCUSDT
2022-10-10,19439.96000000,19525.00000000,19020.25000000,19131.87000000,212509.09849000,BTCUSDT
2022-10-11,19131.87000000,19268.09000000,18860.00000000,19060.00000000,243473.84286000,BTCUSDT
2022-10-12,19060.00000000,19238.31000000,18965.88000000,19155.53000000,213826.26731000,BTCUSDT
2022-10-13,19155.10000000,19513.79000000,18190.00000000,19375.13000000,399756.68337000,BTCUSDT
2022-10-14,19375.58000000,19951.87000000,19070.37000000,19176.93000000,351634.32601000,BTCUSDT
2022-10-15,19176.93000000,19227.68000000,18975.18000000,19069.39000000,113847.64232000,BTCUSDT
2022-10-16,19068.40000000,19425.84000000,19063.74000000,19262.98000000,131894.61885000,BTCUSDT
2022-10-17,19262.98000000,19676.96000000,19152.03000000,19549.86000000,222813.87634000,BTCUSDT
2022-10-18,19548.48000000,19706.66000000,19091.00000000,19327.44000000,260313.07848000,BTCUSDT
2022-10-19,19327.44000000,19360.16000000,19065.97000000,19123.97000000,186137.29538000,BTCUSDT
2022-10-20,19123.35000000,19347.82000000,18900.00000000,19041.92000000,223530.13068000,BTCUSDT
2022-10-21,19041.92000000,19250.00000000,18650.00000000,19164.37000000,269310.75769000,BTCUSDT
2022-10-22,19164.37000000,19257.00000000,19112.72000000,19204.35000000,110403.90837000,BTCUSDT
2022-10-23,19204.29000000,19695.00000000,19070.11000000,19570.40000000,167057.20184000,BTCUSDT
2022-10-24,19570.40000000,19601.15000000,19157.00000000,19329.72000000,256168.14467000,BTCUSDT
2022-10-25,19330.60000000,20415.87000000,19237.00000000,20080.07000000,326370.67061000,BTCUSDT
2022-10-26,20079.02000000,21020.00000000,20050.41000000,20771.59000000,380492.69576000,BTCUSDT
2022-10-27,20771.61000000,20872.21000000,20200.00000000,20295.11000000,328643.57791000,BTCUSDT
2022-10-28,20295.11000000,20750.00000000,20000.09000000,20591.84000000,287039.94569000,BTCUSDT
2022-10-29,20591.84000000,21085.00000000,20554.01000000,20809.67000000,254881.77755000,BTCUSDT
2022-10-30,20809.68000000,20931.21000000,20515.00000000,20627.48000000,192795.60886000,BTCUSDT
2022-10-31,20627.48000000,20845.92000000,20237.95000000,20490.74000000,303567.61628000,BTCUSDT
2022-11-01,20490.74000000,20700.00000000,20330.74000000,20483.62000000,279932.43771000,BTCUSDT
2022-11-02,20482.81000000,20800.00000000,20048.04000000,20151.84000000,373716.27299000,BTCUSDT
2022-11-03,20151.84000000,20393.32000000,20031.24000000,20207.82000000,319185.15440000,BTCUSDT
2022-11-04,20207.12000000,21302.05000000,20180.96000000,21148.52000000,453694.39165000,BTCUSDT
2022-11-05,21148.52000000,21480.65000000,21080.65000000,21299.37000000,245621.98525000,BTCUSDT
2022-11-06,21299.37000000,21365.27000000,20886.13000000,20905.58000000,230036.97217000,BTCUSDT
2022-11-07,20905.58000000,21069.77000000,20384.89000000,20591.13000000,386977.60337000,BTCUSDT
2022-11-08,20590.67000000,20700.88000000,17166.83000000,18547.23000000,760705.36278300,BTCUSDT
2022-11-09,18545.38000000,18587.76000000,15588.00000000,15922.81000000,731926.92972900,BTCUSDT
2022-11-10,15922.68000000,18199.00000000,15754.26000000,17601.15000000,608448.36432000,BTCUSDT
2022-11-11,17602.45000000,17695.00000000,16361.60000000,17070.31000000,393552.86492000,BTCUSDT
2022-11-12,17069.98000000,17119.10000000,16631.39000000,16812.08000000,167819.96035000,BTCUSDT
2022-11-13,16813.16000000,16954.28000000,16229.00000000,16329.85000000,184960.78846000,BTCUSDT
