timestamp,open,high,low,close,volume,crypto
2022-02-08,43839.99000000,45492.00000000,42666.00000000,44042.99000000,64880.29387000,BTCUSDT
2022-02-09,44043.00000000,44799.00000000,43117.92000000,44372.72000000,34428.16729000,BTCUSDT
2022-02-10,44372.71000000,45821.00000000,43174.01000000,43495.44000000,62357.29091000,BTCUSDT
2022-02-11,43495.44000000,43920.00000000,41938.51000000,42373.73000000,44975.16870000,BTCUSDT
2022-02-12,42373.73000000,43079.49000000,41688.88000000,42217.87000000,26556.85681000,BTCUSDT
2022-02-13,42217.87000000,42760.00000000,41870.00000000,42053.66000000,17732.08113000,BTCUSDT
2022-02-14,42053.65000000,42842.40000000,41550.56000000,42535.94000000,34010.13060000,BTCUSDT
2022-02-15,42535.94000000,44751.40000000,42427.03000000,44544.86000000,38095.19576000,BTCUSDT
2022-02-16,44544.85000000,44549.97000000,43307.00000000,43873.56000000,28471.87270000,BTCUSDT
2022-02-17,43873.56000000,44164.71000000,40073.21000000,40515.70000000,47245.99494000,BTCUSDT
2022-02-18,40515.71000000,40959.88000000,39450.00000000,39974.44000000,43845.92241000,BTCUSDT
2022-02-19,39974.45000000,40444.32000000,39639.03000000,40079.17000000,18042.05510000,BTCUSDT
2022-02-20,40079.17000000,40125.44000000,38000.00000000,38386.89000000,33439.29011000,BTCUSDT
2022-02-21,38386.89000000,39494.35000000,36800.00000000,37008.16000000,62347.68496000,BTCUSDT
2022-02-22,37008.16000000,38429.00000000,36350.00000000,38230.33000000,53785.94589000,BTCUSDT
2022-02-23,38230.33000000,39249.93000000,37036.79000000,37250.01000000,43560.73200000,BTCUSDT
2022-02-24,37250.02000000,39843.00000000,34322.28000000,38327.21000000,120476.29458000,BTCUSDT
2022-02-25,38328.68000000,39683.53000000,38014.37000000,39219.17000000,56574.57125000,BTCUSDT
2022-02-26,39219.16000000,40348.45000000,38573.18000000,39116.72000000,29361.25680000,BTCUSDT
2022-02-27,39116.73000000,39855.70000000,37000.00000000,37699.07000000,46229.44719000,BTCUSDT
2022-02-28,37699.08000000,44225.84000000,37450.17000000,43160.00000000,73945.63858000,BTCUSDT
2022-03-01,43160.00000000,44949.00000000,42809.98000000,44421.20000000,61743.09873000,BTCUSDT
2022-03-02,44421.20000000,45400.00000000,43334.09000000,43892.98000000,57782.65081000,BTCUSDT
2022-03-03,43892.99000000,44101.12000000,41832.28000000,42454.00000000,50940.61021000,BTCUSDT
2022-03-04,42454.00000000,42527.30000000,38550.00000000,39148.66000000,61964.68498000,BTCUSDT
2022-03-05,39148.65000000,39613.24000000,38407.59000000,39397.96000000,30363.13341000,BTCUSDT
2022-03-06,39397.97000000,39693.87000000,38088.57000000,38420.81000000,39677.26158000,BTCUSDT
2022-03-07,38420.80000000,39547.57000000,37155.00000000,37988.00000000,63994.11559000,BTCUSDT
2022-03-08,37988.01000000,39362.08000000,37867.65000000,38730.63000000,55583.06638000,BTCUSDT
2022-03-09,38730.63000000,42594.06000000,38656.45000000,41941.71000000,67392.58799000,BTCUSDT
2022-03-10,41941.70000000,42039.63000000,38539.73000000,39422.00000000,71962.93154000,BTCUSDT
2022-03-11,39422.01000000,40236.26000000,38223.60000000,38729.57000000,59018.76420000,BTCUSDT
2022-03-12,38729.57000000,39486.71000000,38660.52000000,38807.36000000,24034.36432000,BTCUSDT
2022-03-13,38807.35000000,39310.00000000,37578.51000000,37777.34000000,32791.82359000,BTCUSDT
2022-03-14,37777.35000000,39947.12000000,37555.00000000,39671.37000000,46945.45375000,BTCUSDT
2022-03-15,39671.37000000,39887.61000000,38098.33000000,39280.33000000,46015.54926000,BTCUSDT
2022-03-16,39280.33000000,41718.00000000,38828.48000000,41114.00000000,88120.76167000,BTCUSDT
2022-03-17,41114.01000000,41478.82000000,40500.00000000,40917.90000000,37189.38087000,BTCUSDT
2022-03-18,40917.89000000,42325.02000000,40135.04000000,41757.51000000,45408.00969000,BTCUSDT
2022-03-19,41757.51000000,42400.00000000,41499.29000000,42201.13000000,29067.18108000,BTCUSDT
2022-03-20,42201.13000000,42296.26000000,40911.00000000,41262.11000000,30653.33468000,BTCUSDT
2022-03-21,41262.11000000,41544.22000000,40467.94000000,41002.25000000,39426.24877000,BTCUSDT
2022-03-22,41002.26000000,43361.00000000,40875.51000000,42364.13000000,59454.94294000,BTCUSDT
2022-03-23,42364.13000000,43025.96000000,41751.47000000,42882.76000000,40828.87039000,BTCUSDT
2022-03-24,42882.76000000,44220.89000000,42560.46000000,43991.46000000,56195.12374000,BTCUSDT
2022-03-25,43991.46000000,45094.14000000,43579.00000000,44313.16000000,54614.43648000,BTCUSDT
2022-03-26,44313.16000000,44792.99000000,44071.97000000,44511.27000000,23041.61741000,BTCUSDT
2022-03-27,44511.27000000,46999.00000000,44421.46000000,46827.76000000,41874.91071000,BTCUSDT
2022-03-28,46827.76000000,48189.84000000,46663.56000000,47122.21000000,58949.26140000,BTCUSDT
2022-03-29,47122.21000000,48096.47000000,46950.85000000,47434.80000000,36772.28457000,BTCUSDT
2022-03-30,47434.79000000,47700.22000000,46445.42000000,47067.99000000,40947.20850000,BTCUSDT
2022-03-31,47067.99000000,47600.00000000,45200.00000000,45510.34000000,48645.12667000,BTCUSDT
2022-04-01,45510.35000000,46720.09000000,44200.00000000,46283.49000000,56271.06474000,BTCUSDT
2022-04-02,46283.49000000,47213.00000000,45620.00000000,45811.00000000,37073.53582000,BTCUSDT
2022-04-03,45810.99000000,47444.11000000,45530.92000000,46407.35000000,33394.67794000,BTCUSDT
2022-04-04,46407.36000000,46890.71000000,45118.00000000,46580.51000000,44641.87514000,BTCUSDT
2022-04-05,46580.50000000,47200.00000000,45353.81000000,45497.55000000,42192.74852000,BTCUSDT
